current_frame,Angle1,Angle2,Angle3,Angle4
556,174.49,170.34,115.75,108.09
557,174.42,171.24,115.64,106.2
558,175.21,169.93,115.72,109.63
559,175.34,169.89,120.06,109.65
560,176.58,171.16,115.6,107.3
561,178.64,172.37,115.74,108.44
562,178.6,168.86,115.71,107.31
563,178.65,172.22,115.7,109.33
564,179.72,172.55,117.81,108.97
565,179.36,175.58,115.81,105.84
566,178.26,174.6,113.62,109.32
567,179.15,174.66,115.7,109.3
568,178.94,173.8,115.58,111.46
569,178.18,178.12,111.46,108.09
570,178,174.79,113.49,109.3
571,179.17,175.78,115.68,110.23
572,178.1,175.67,113.51,107.06
573,177.26,175.66,113.7,109.4
574,179.21,177.78,115.68,110.36
575,178.33,177.81,113.68,105.85
576,179.24,177.91,115.77,107.87
577,179.3,176.63,115.69,107.03
578,178.28,175.71,111.43,108.06
579,179.72,175.61,114.56,109.01
580,179.15,175.63,115.71,108.09
581,179.74,175.62,113.55,110.49
582,179.23,176.92,113.61,108.42
583,179.24,175.71,117.78,106.99
584,179.78,175.77,115.74,111.41
585,179.32,177.82,115.8,108.25
586,179.76,177.97,115.69,107.27
587,179.17,175.72,115.64,106.87
588,179.28,176.88,113.62,109.26
589,179.02,174.71,115.54,108.05
590,179.22,176.66,115.7,106.97
591,179.22,177.84,117.8,107.27
592,179.18,177.89,113.49,104.95
593,178.19,179.82,113.59,103.81
594,179.09,175.77,115.62,109.31
595,178.1,176.92,115.6,107.25
596,179.21,175.59,115.68,105.04
597,179.03,176.04,115.69,109.43
598,179,174.72,115.61,109.26
599,179.83,174.54,116.7,107.01
600,179.08,174.77,115.66,109.35
601,179.1,174.59,113.48,106.16
602,178.95,172.34,117.69,110.51
603,178.91,172.31,117.61,108.14
604,179.3,175.61,115.79,106.17
605,179.11,173.25,115.74,110.52
606,179.02,172.66,115.58,108.42
607,179.11,171.21,115.58,107.35
608,179.04,172.35,115.64,106.98
609,179.14,172.14,115.62,109.43
610,179.72,172.19,113.5,106.14
611,179.87,170.14,114.5,107.37
612,179.71,172.19,117.77,109.39
613,179.14,171.08,115.75,106.17
614,179.77,171.08,115.68,106.17
615,179.9,172.44,115.68,109.32
616,179.34,171.94,114.66,107.41
617,179.19,171.32,115.71,108.44
618,179.15,173.29,115.62,105.06
619,179.36,173.06,115.77,105.05
620,179.17,175.59,115.67,106.22
621,179.89,174.46,117.89,105.84
622,179.74,171.94,116.73,106.21
623,179.06,174.74,115.6,107.19
624,179.18,174.52,115.72,107.29
625,179.12,173.42,115.68,107.32
626,179.06,174.67,115.63,107.31
627,179.14,174.42,115.65,107.38
628,179.19,173.64,113.54,107.22
629,179.05,172.26,117.78,106.96
630,179.82,173.37,120.08,104.98
631,179.16,175.33,120.06,105.09
632,179.18,173.61,115.63,104.96
633,179.78,173.31,120.04,106.96
634,179.28,172.21,115.73,109.39
635,179.09,174.64,115.63,109.3
636,179.83,174.57,122.1,108.17
637,179.1,172.53,115.66,109.28
638,179.24,173.34,117.84,106.96
639,178.99,174.83,115.55,109.34
640,179.9,172.38,117.85,110.51
641,177.95,174.92,117.66,109.19
642,178.16,174.48,115.76,110.34
643,179,172.72,115.55,108.39
644,179.05,174.38,117.7,108.44
645,179.02,171.25,115.55,108.05
646,179.14,173.34,115.74,109.29
647,178.25,174.27,115.71,106.14
648,178.11,178,115.74,108.02
649,178.23,178.71,115.8,106.2
650,177.11,179.98,115.81,107.05
651,175.11,176.71,112.83,103.68
652,175.02,174.44,112.85,101.65
653,175,173.41,112.79,102.69
654,173.81,173.17,114.88,105.91
655,171.73,172.02,114.03,105.99
656,168.64,169.61,108.87,104.76
657,163.1,164.06,111.11,101.21
658,157.35,158.72,108.34,97.04
659,152.78,157.05,109.44,100.44
660,150.99,153.92,103.05,94.98
661,148.63,154.57,104.27,97.86
662,141.46,153.11,102.69,96.65
663,134.8,147.51,98.94,95.58
664,131.7,140.05,98.55,90.15
665,126.31,132.92,98.26,89.04
666,122.72,133.5,101.04,90.64
667,117.39,134.28,96.08,86.42
668,115.07,128.01,97.69,86.57
669,112.7,123.32,98.31,85.45
670,109.83,122.1,96.26,91.78
671,107.04,120.59,94.97,86.05
672,103.04,118.56,93.45,88.09
673,101.97,113.5,94.12,86.99
674,96.71,107.65,89.73,87.61
675,95.41,102.48,93.63,83.41
676,94.78,100.44,91.7,83.39
677,88.26,96.32,89.65,86.43
678,87.63,92.66,93.67,85.95
679,86.9,93.51,91.58,87.41
680,85.2,91.54,89.27,87.45
681,84.18,89.95,89.22,86.46
682,84.95,89.39,91.26,86.04
683,83.7,88.78,92.81,86.02
684,81.85,86.96,88.43,85.55
685,83.27,87.53,89.9,82.43
686,82.85,86.98,91.96,85.46
687,83.69,88.29,89.89,82.37
688,85.86,88.28,89.47,82.35
689,84.56,89.04,90.36,82.29
690,86.78,90.38,89.93,84.93
691,85.05,91.61,88.65,81.73
692,88.7,96.89,88.69,80.09
693,91.13,98.52,93.21,81.77
694,95.3,100.83,89.57,81.29
695,96.25,103.8,91.62,82.22
696,102.48,112.78,94.98,83.3
697,104.36,121.37,93.24,83.53
698,108.5,126.79,93.34,85.52
699,115.49,129.37,97.77,90.57
700,117.15,134.53,102.19,95.7
701,123.56,151.35,108.19,100.9
702,133.82,160.19,112.78,107.08
703,139.4,159.83,121.46,110.42
704,160.31,161.48,143.75,121.54
705,168.36,169.54,149.52,138.62
706,175.13,176.64,148.84,140.62
707,177.03,174.59,147.57,139.03
708,177.25,176.59,152.6,142.86
709,179.09,175.67,153.54,143.21
710,179.8,176.83,150.18,138.52
711,176.53,179.79,148.73,140.18
712,177.77,178.92,147.64,141.89
713,175.51,179.72,149.33,143.15
714,170.16,176.71,143.51,141.88
715,174.35,177.69,148.38,148.88
716,174.6,173.36,149.33,143.55
717,176.7,177.66,146.45,143.24
718,173.77,177.7,143.43,141.97
719,173.78,178.98,141.7,139.81
720,171.83,178.91,138.58,141.49
721,172.28,177.62,131.81,138.11
722,171.18,178.6,133.62,146.28
723,170.04,178.55,136.06,141.1
724,171.13,177.87,137.88,143.84
725,171.41,176.51,138.23,140.1
726,169.03,174.36,137.49,138.52
727,172.17,175.49,141.28,140.32
728,170.17,173.3,141.02,142.07
729,169.37,170.3,146.02,146.1
730,169.25,170.27,143.68,140.98
731,155.85,161.68,115.94,117.05
732,143.32,157.63,103.51,101.48
733,142.61,148.51,102.47,90.24
734,136.78,142.48,91.69,84.39
735,130.07,136.43,89.71,83.07
736,120.96,135.33,90.01,81.3
737,115.44,131.1,87.84,81.27
738,110.75,126.55,84.73,80.28
739,108.83,120.08,83.26,76.48
740,106.93,113.71,85.26,75
741,106.88,115.84,81.78,77.82
742,105.51,114.84,84.82,76.86
743,103.07,113.51,84.77,76.3
744,100.47,108.03,83,74.99
745,97.61,103.48,84.81,76.56
746,97.28,101.59,83.02,74.63
747,96.51,104.36,86.16,76.62
748,95.68,100.82,87.57,83.19
749,96.48,100.6,87.64,78.2
750,95.41,101.33,88.12,79.13
751,94.56,100.47,88.12,77.14
752,94.61,104.8,89.09,81.61
753,95.56,106.34,85.36,80.97
754,95.38,106.29,87.29,82.95
755,97.25,107.43,87.64,83.01
756,98.58,109.47,88.01,83
757,99.91,113.43,89.56,82.84
758,102.29,113.37,90.36,80.89
759,107.56,112.58,90.88,84.05
760,110.14,116.02,94.17,86.79
761,111.8,116.07,94.15,82.43
762,111.83,116.7,94.22,86.29
763,115.46,120.06,93.18,88.59
764,117.07,124.32,93.15,87.45
765,118.79,127.19,94.03,83.99
766,119.23,129.38,94.3,89.01
767,121.34,133.35,95.5,90.03
768,124.55,136,98.87,91.44
769,130.92,138.13,100,91.78
770,130.08,142.67,100.24,95.59
771,134.33,143.36,101.26,98.04
772,137.33,144.03,103.2,94.86
773,140.8,145.72,105.31,100.55
774,144.22,151.52,103.85,100.67
775,147.61,154.15,105.91,101.77
