current_frame,Angle1,Angle2,Angle3,Angle4
251,125.37,143.46,86.42,89.56
252,122.89,133.87,81.59,81.6
253,120.35,135.61,85.6,90.89
254,120.31,130.54,85.51,83.2
255,118.94,132.43,84.7,91.91
256,117.91,131.84,81.74,90.24
257,117.7,129.28,82.43,86.69
258,117.79,127.57,81.57,77.94
259,113.96,125.06,80.22,78.65
260,112.53,127.61,83.37,87.5
261,112.53,127.61,83.37,87.5
262,110.75,125.45,79.44,90.57
263,110.5,121.87,82.43,91.99
264,110.76,123.11,79.43,90.22
265,106.55,124.41,82.33,91.75
266,105.18,123.32,82.36,91.58
267,105.17,121.07,82.34,89.51
268,104.28,122.39,81.5,90.87
269,104.16,121.7,81.56,89.9
270,101.89,116.99,80.56,89.61
271,104.59,115.14,80.47,90.69
272,103.17,111.08,77.42,81.92
273,100.67,115.69,79.31,91.64
274,101.86,114.96,79.27,90.5
275,100.56,114.73,80.38,86.83
276,99.58,111.27,79.36,89.92
277,98.36,108.65,79.41,88.79
278,100.72,109.83,79.51,91.69
279,98.09,109.66,76.48,94.36
280,98.07,108.53,76.42,94.41
281,96.74,103.14,79.37,90.47
282,96.74,111.02,79.35,89.53
283,92.18,108.28,76.44,95.69
284,95.19,106.84,80.75,96.93
285,89.42,102.52,80.9,97.15
286,90.46,105.33,80.49,96.91
287,89.45,102.45,79.48,94.46
288,86.44,100.65,79.02,98.91
289,90.45,105.44,79.41,93.04
290,89.3,102.33,80.86,96.85
291,85.3,99.45,79.31,93.08
292,84.62,101.04,81.96,94.31
293,85.25,111.18,82.54,99.93
294,85.29,118.02,87.71,103.49
295,85.26,112.62,80.84,97.34
296,85.2,109.46,77.98,101.22
297,86.1,99.21,77.93,91.4
298,84.43,104.73,77.98,96.58
299,83.55,103.43,79.38,92.6
300,84.5,107.24,79.33,97.71
301,82.01,132.82,86.61,125.23
302,84.4,117.66,83.99,103.96
303,81.99,119.97,82.46,105.88
304,81.01,110.26,80.9,95.25
305,81.08,134.53,79.46,115.35
306,81.11,127.8,84.33,113.93
307,81.13,115.9,79.25,95.78
308,81.03,130.97,84.38,112.12
309,81.06,139.14,84.34,112.65
310,81.01,147.13,88.77,121.67
